Quantity,Brand,Part Number,Subcategory,Application,Engine,Description,Jobber,Public Price,Last Purchase,Last Sale,Category,Dealer,Type
,K&N,33-2092,Air Filter,Volkswagen Jetta/Golf/Scirocco,1.6L,K&N Replacement Filter Volkswagen Jetta/Golf/Scirocco,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2098,Air Filter,Chevrolet Chevy 03-05,1.6L,K&N Replacement Panel Filter Vauxhall/Opel 93-00 Corsa/94-01 Combo/94-00 Tigra/88-95 Cavalier,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2119,Air Filter,"Land Rover Range Rover 4.0, 4.6L 97-04",4.0L/4.6L,"K&N Replacement Filter LAND ROVER RANGE ROVER 4.0/4.6L 97-02, DISCOVERY 4.0/4.6L 99-04",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2125,Air Filter,94-05 Audi / 01-08 Skoda / 96-05 VW Drop In Filter,2.0L,K&N 94-05 Audi / 01-08 Skoda / 96-05 VW Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2128,Air Filter,Audi 96-07,All,K&N 96-07 Audi / 99-05 Seat / 96-04 Skoda / 97-09 VW Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2140-1,Air Filter,Ford F-150 V8 5.4 99-04,5.4L,"K&N Replacement Filter FORD F150 LIGHTNING 5.4L 99-04, F150 HARLEY DAVIDSON 5.4L 02-03",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2143,Air Filter,Chevrolet Cavalier 95-05,All,"K&N Replacement Filter CHEV CAVALIER 95-05, PONTIAC SUNFIRE 95-04",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2153,Air Filter,Chrysler PT Cruiser 1.6L / 00-05 2.0/2.4L Drop In Filter,2.0L,K&N 03-06 Chrysler PT Cruiser 1.6L / 00-05 2.0/2.4L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2164,Air Filter,Mitsubishi Montero / 00-10 Pajero Drop In Filter,3.8L,K&N 01-07 Mitsubishi Montero / 00-10 Pajero Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2174,Air Filter,Honda Odyssey 3.5L V6 99-04,3.5L,K&N Replacement Filter HONDA ODYSSEY 3.5L V6; 1999-04,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2181,Air Filter,Mercedes CL500 SL500 S500 Drop In Filter,All,K&N Mercedes CL500 SL500 S500 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2192,Air Filter,Honda Civic 1.7L 01-05,1.7L,K&N 01-05 Honda Civic 1.7L L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2193,Air Filter,Mercedes Benz C200 L4 2.0 01,All,K&N Replacement Filter MERCEDES C200 2.0L I4; 2001,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2194,Air Filter,Renault,All,K&N Replacement Filter Renault Laguna/Clio/Espace/Kangoo/Megane/Scenic/Trafic / Opel Vivaro,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2209,Air Filter,Audi A4/RS4/S4 01-09,All,K&N 01-09 Audi A4/RS4/S4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2210,Air Filter,Ford Mondeo 1.8/2.0 01,1.8L/2.0L,K&N Replacement Filter FORD MONDEO 1.8L & 2.0L; 2001,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2225,Air Filter,"Chevrolet Astro, Safari 4.3L-V6 96-05",All,K&N Replacement Filter CHEVROLET ASTRO / GMC SAFARI 4.3L-V6; 1996-2005,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2226,Air Filter,Peugeot 406 1.8L/2.0L 00-04,1.8L/2.0L,K&N Replacement Panel Filter 00-04 Peugeot 406 1.8L/2.0L excl Turbo/2.2L incl Diesel/3.0L 207BHP,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2231,Air Filter,BMW 330i 03,3.0L,K&N BMW Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2233,Air Filter,Jeep Grand Cherokee 05-10,5.7L/6.1L,K&N 07-07 Jeep Liberty / 05-10 Grand Cherokee/Commander Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2247,Air Filter,Dodge RAM 1500 V8 5.7L,5.7L,K&N 02-10 Dodge Ram 1500/2500/3500 3.7/4.7/5.7L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2251,Air Filter,Cadillac CTS 05,All,K&N 03 Cadillac CTS 2.8L/3.2L/3.6L / 07 Cadillac CTS 2.8L/3.2L/3.6L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2287,Air Filter,Ford F150 / 05-06 Expedition / 05-07 F250 SD / 05-06,5.4L,K&N 04-08 Ford F150 / 05-06 Expedition / 05-07 F250 SD / 05-06 Lincoln Navigator Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2292,Air Filter,BMW 525i 6L 3.0 06-10,3.0L,K&N 04 BMW 525i 2.5L-L6 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2293,Air Filter,Mazda 3 07-12,2.5L,K&N 07-08 Mazdaspeed3 / 03-07 Mazda3 / 05-08 Mazda5 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2299,Air Filter,"ACURA TL 04-06, RL 05-08; HONDA ACCORD HYBRID 05-07",All,"K&N Replacement Filter ACURA TL 04-06, RL 05-08; HONDA ACCORD HYBRID 05-07",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2304,Air Filter,Subaru WRX/STi +08,2.5T,K&N 05-08 LGT / 08-11 WRX / STi Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2320,Air Filter,Chevrolet Aveo 1.6L 18,1.6L,K&N Replacement Filter CHEVROLET AVEO 2004-2009; PONTIAC WAVE 2006-2008,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2326,Air Filter,Toyota Camry V6-3.5L Silver Typhoon Short Ram Intake,3.5L,K&N 07-10 Toyota Camry V6-3.5L Silver Typhoon Short Ram Intake,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2331,Air Filter,Volkswagen Bora 05-10,All,"K&N Replacement Filter VOLKSWAGEN JETTA 2005-2010, RABBIT 2007-2009 2.5L L5",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2342,Air Filter,Honda Civic 1.8L L4 06-09,1.8L,K&N 06-09 Honda Civic 1.8L L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2355,Air Filter,Toyota RAV4 06-10,All,K&N Replacement Filter TOYOTA RAV-4 2006-2010,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2360,Air Filter,Toyota Corolla 09,All,K&N 08-09cion xD / 07-10 Toyota Corolla Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2367,Air Filter,BMW 135/335/535 06-09,All,K&N 06-09 BMW 135/335/535 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2375,Air Filter,Nissan Versa 1.8L-L4 Drop In Filter,1.8L,K&N 07 Nissan Versa 1.8L-L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2376,Air Filter,Nissan Sentra 2.0L-L4 Drop In Filter,2.0L,K&N 07 Nissan Sentra 2.0L-L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2384,Air Filter,Volkswagen Passat V6 3.6 07,All,K&N Replacement Filter VOLKSWAGEN PASSAT 3.6L-V6; 2007,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2385,Air Filter,F150 09-15,3.7L,K&N 09-13 Ford F150 / 08-13 F250/F350/450/550 SD / 10-13 F150 SVT Raptor Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2392,Air Filter,Evo X Drop In Filter,All,K&N 08-09 Evo X Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2395,Air Filter,Mazda CX-9 3.5L-V6 07,3.5L,K&N 07 Mazda CX-9 3.5L-V6 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2399,Air Filter,07-09 350z/370z/G35/G37 Drop In Filter,All,K&N 07-09 350z/370z/G35/G37 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2404,Air Filter,Saturn Vue 2.4L/3.5L/3.6L 08,All,K&N 08 Saturn Vue 2.4L/3.5L/3.6L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2405,Air Filter,Mercedes Benz CLK63 AMG V8 6.3L,6.3L,K&N 08 Mercedes Benz CLK63 AMG 6.3L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2409,Air Filter,Nissan Sentra 2.5 08,All,K&N 08 Nissan Sentra 2.5L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2431,Air Filter,Ford Mustang GT 4.6L-V8 Drop In Filter,5.0L,K&N 10 Ford Mustang GT 4.6L-V8 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2442,Air Filter,Chevrolet Malibu 2.4L 10-11,2.4L,K&N 10-11 Buick Lacrosse / 11 Regal Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2451,Air Filter,Hyndai Tucson 2.0L/2.4L 10-11,2.0L/2.4L,K&N 10-11 Hyndai Tucson 2.0/2.4L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2459,Air Filter,Honda CR-Z 4L 1.5 11,All,K&N 11 Honda CR-Z 1.5L-L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2471,Air Filter,Fiat 500 L4 1.4 12,All,K&N Replacement Filter for 12 Fiat 500 1.4L L4,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2472,Air Filter,Universal,All,K&N Replacement Filter 10.625in O/S Length x 5.75in O/S Width x 1in Height,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2474,Air Filter,Mercedes G63 AMG V8 5.5 +16,All,K&N Replacement Filter 12.563in O/S Length x 5.25in O/S Width x 1.625in H (Inc 2 Filters),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2476,Air Filter,"Chevrolet Aveo 1.2L, 1.3L, 1.4L, 1.6L 11-13, Sonic 1.4L, 1.8L 12-13",All,K&N 11-13 Chevrolet Aveo 1.2L/1.3L/1.4L/1.6L / 12-13 Sonic 1.4L/1.8L Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2479,Air Filter,Nissan Versa 1.6L 12-14,All,K&N Replacement Panel Filter 12-14 Nissan Versa 1.6L 1.031in H x 9.125in OS L x 4in OS W,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2485,Air Filter,Toyota Prius 12-13,All,K&N Replacement Filter 12-13 Toyota Prius C 1.5L L4 F/I,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2487,Air Filter,Fiat 500 Abarth 1.4L Replacement Filter,1.4L,K&N 12 Fiat 500 Abarth 1.4L Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2539,Air Filter,Citroen/Peugeot/Fiat/Lancia/Rover/Perodua,All,K&N Replacement Panel Filter for Citroen/Peugeot/Fiat/Lancia/Rover/Perodua,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2675,Air Filter,BMW 530/540/730/740 93-96,All,K&N 93-96 BMW 530/540/730/740 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2733,Air Filter,BMW Z3 Roadster 94-97,All,K&N 94-97 BMW 318IS 16V / 96-97 Z3 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2787,Air Filter,Chevrolet Chevy,All,K&N Replacement Filter Opel Astra/Zafira/Speedster / Vauxhaul Astra/Zafira/VX220 / Holden Astra,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2826,Air Filter,Suzuki Wagon R Plus 98-10,1.6L,K&N 98-10 Suzuki Wagon R Plus/Alto IV/Swift III Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2839,Air Filter,Volkswagen City Golf 1.4L L4,All,Volkswagen City Golf 1.4L L4,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2842,Air Filter,Fiat 500 L4 1.4 12,All,K&N Replacement Panel Filter for Fiat Stilo/Punto/Idea/Grande Punto/500/Bravo / Lancia Ypsilon,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2850,Air Filter,Volkswagen Polo L3 1.2 01-06,All,K&N 01-06 Volkswagen Polo L3 1.2L F/I Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2857,Air Filter,Porsche Cayenne GTS V6 3.6TT 18,3.6TT,K&N 06-09 L.R. Range Rover / 02-10 VW Touareg / 02-09 Porche Cayenne Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2863,Air Filter,Renault Clio 01-05,All,K&N Unique Replacement Drop In Filter 01-05 Renault Clio 2.0L L4,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2865,Air Filter,Volkswagen Jetta/Passat/Tiguan/GTI 05-10,2.0T,K&N 05-10 VW Jetta/Passat / 07-10 Tiguan / 09-10 GTi / 06-09 EOS Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2945,Air Filter,Audi A4 1.8L,1.8L,K&N Audi A4 1.8L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2951,Air Filter,Mitsubishi L200 2.4TDI,All,K&N 08 Mitsubishi Triton 2.5L-L4 DSL Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2955,Air Filter,Ford Fiesta L4 1.25 08 / Figo 1.5L 18,1.5L/1.6L,K&N 08 Ford Fiesta 1.25L-L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2956,Air Filter,Chevrolet Captiva 2.0/2.4/3.2 06-10,All,K&N 06-10 Chevrolet Captiva 2.0L/2.4L/3.2L / 07-10 Opel Antara 2.0L/2.4L/3.2L Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2964,Air Filter,Chevrolet Cruze 1.8L L4,All,K&N Replacement Filter CHEVROLET CRUZE 1.8L L4,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2974,Air Filter,Chevrolet Chevy,1.6L,K&N Replacement Filter 10-13 Opel Agila / 10-12 Vauxhall Agila / 10-13 Suzuki Swift/Splash,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2992,Air Filter,Land Rover Defender 110 +07,2.4TDI,K&N Replacement Air FIlter 07-15 Land Rover Defender 2.0L F/I/2.2L DSL,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-2995,Air Filter,Mercedes Benz A180/A200/A250/B180/B200/B250 12-13,1.6T/2.0T,K&N Replacement Filter 12-13 Mercedes Benz A180/A200/A250/B180/B200/B250,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3000,Air Filter,Kia Picanto 1.0L/1.2L/ Hyundai i10 1.0L 11-13,1.0L/1.2L,K&N 11-13 Kia Picanto 1.0L/1.2L / 12-13 Hundai I10 1.0L Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3001,Air Filter,Chevrolet Spark 1.0L/1.2L 10-13,1.0L/1.2L,K&N 10-13 Chevrolet Spark 1.0L/1.2L Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3007,Air Filter,Renault Clio IV 0.9 11,All,K&N 2011 Renault CLI IV 0.9L Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3014,Air Filter,Fiat Abarth 1.4L Turbo Replacement Drop In Filter,1.4L,K&N 2008-2013 Fiat Abarth 1.4L Turbo Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3015,Air Filter,Mitsubishi Lancer 12-15,All,K&N Replacement Panel Filter for Mitsubishi 12-15 Outlander/12-14 ASX/13-14 Lancer,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3016,Air Filter,Mitsubishi Space Star L3-1.0L 12-14,1.0L,K&N 12-14 Mitsubishi Space Star L3-1.0L Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3030,Air Filter,Panel Filter for 2014 Honda City 1.5L,1.5L,K&N Replacement Panel Filter for 2014 Honda City 1.5L,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3031,Air Filter,Audi RS5 V8 4.2L Left,4.2L,K&N Replacement Filter for 13-15 Audi RS5 V8 4.2L - Left,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3032,Air Filter,Audi RS5 V8 4.2L Right,4.2L,K&N Replacement Filter for 13-15 Audi RS5 V8 4.2L - Right,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3034,Air Filter,Mercedes Benz C250 L4 2.0 15,All,K&N Replacement Panel Filter 2015 Mercedes Benz C250 2.0L L4,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3036,Air Filter,Audi TT RS 2.5 TFSI / Volkswagen Passat 2.0L,2.0L/2.5T,K&N 2015 Volkswagen Passat 2.0L L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3037,Air Filter,VW Virtus 19-20,All,K&N 15-17 Audi A1 L3-1.0L F/l - Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3049,Air Filter,Hyundai Grand i10 L4 1.2L 14,All,K&N 2014 Hyundai Grand i10 L4 1.2L Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3059,Air Filter,Nissan Frontier 4L 2.5L 15-21,2.5L,K&N 15-17 Nissan NP300 L4-2.3L DSL Drop In Air Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3063,Air Filter,Suzuki Baleno II L3 1.0 16-17,All,K&N 16-17 Suzuki Baleno II L3-1.0L F/I Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3079,Air Filter,BMW G Chasis N20 B48/B58,2.0T/3.0T,K&N 15-18 BMW 740I L4-3.0L F/I Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3111,Air Filter,Audi A3 1.5 L4 17,All,K&N 2017+ Audi A3 1.5L L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3113,Air Filter,Maruti Suzuki Ciaz L4 1.4 14-18,All,K&N 14-18 Maruti Suzuki Ciaz L4-1.4L F/I Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3117,Air Filter,Ford Fiesta VII L4 1.0 17-18,All,K&N 17-18 Ford Fiesta VII L4-1.0L F/I Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3126,Air Filter,Suzuki Swift V L3-1.2L 17,1.2L,K&N 2017 Suzuki Swift V L3-1.2L F/I Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3133,Air Filter,Mercedes Benz CLA35 AMG 20,2.0T,K&N 2019 Mercedes Benz A250 L4 2.0L F/I Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3153,Air Filter,Porsche Carrera 911 (992) +18,3.0T,K&N 19 Porsche 911 3.0L H6 F/I Drop In Replacement Air Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-3302,Air Filter,Isuzu D-Max 2.5L L4 DSL Replacement Filter,2.5L,K&N 12 Isuzu D-Max 2.5L L4 DSL Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5016,Air Filter,Nissan Rogue 2.5L L4 14-15,2.5L,K&N 14-15 Nissan Rogue 2.5L L4 Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5027,Air Filter,Honda Fit L4 1.5 15,All,K&N Replacement Panel Filter for 2015 Honda Fit 1.5L L4,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5031,Air Filter,Honda CR-V 2.4L 15-16,All,K&N Replacement Panel Filter for 15-16 Honda CR-V 2.4L,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5032,Air Filter,Mercedes Benz E43 V6 3.0 Bi-Turbo 19,All,K&N Replacement Filter for 15-16 Mercedes Benz C400 3.0L / E320 / GL450 / ML400 (2 Required),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5037,Air Filter,Filter for 2016 Honda HR-V 1.8L,All,K&N Replacement Panel Filter for 2016 Honda HR-V 1.8L,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5042,Air Filter,Mazda CX-3 2.0L 15-16,All,K&N 15-16 Mazda CX-3 2.0L L4 F/I Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5043,Air Filter,Chevrolet Spark L4-1.4L 16-18,All,K&N 16-18 Chevrolet Spark L4-1.4L F/I Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5050,Air Filter,Hyundai Elantra L4 2.0L 17,2.0L,K&N 2017 Hyundai Elantra L4-20L F/I Replacement Drop In Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5081,Air Filter,Hyundai Accent L4-1.6L 18-19,All,K&N 2018-2019 Hyundai Accent L4-1.6L F/I Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5084,Air Filter,Volkswagen Jetta 1.4L 19,1.4L,K&N 2019 Volkswagen Jetta 1.4L F/I Replacement Panel Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,33-5096,Air Filter,Mazda 3 2.5L F/I Drop In Replacement Filter,2.5L,K&N 2019 Mazda 3 2.5L F/I Drop In Replacement Filter,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,56-70002R,Air Filter,Honda Accord L4 1.5T +18,All,aFe Takeda Momentum Pro 5R Cold Air Intake System 2018 Honda Accord I4 1.5L (t),$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,57-0446,Air Filter,BMW Z3,All,"K&N Performance Intake Kit BMW Z3 ROADSTER 1.9L, 16V, L4, 140BHP",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,57-0599,Air Filter,Ford Mondeo ST220 V6 3.0 01,3.0L,"K&N Performance Intake Kit FORD MONDEO ST220, 3.0L, 24V, V6, 220BHP",$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,57-0651,Air Filter,Renault Clio 4L 1.6 16V,All,K&N Renault Clio 1.6L 16V 110BHP Performance Intake Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,57-0686,Air Filter,Ford Fiesta MK6 4L 1.2/1.4/1.6,All,K&N Ford Fiesta MK6 1.2L/1.4L/1.6L Performance Intake Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,57-0691,Air Filter,BMW 528i F10 15-15 2.0T,2.0T,K&N 11-17 BMW 520i/528i N20 2.0L F/I Performance Air Intake System,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,57-0693,Air Filter,Volkswagen Golf 4L 2.0 12-19,All,K&N 12-19 Volkswgen Golf VII L4-2.0L F/I Performance Air Intake System,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
,K&N,57-1500-1,Air Filter,Mitsubishi 3000GT 91-99,3.0L,K&N 91-99 Dodge Stealth / Mitsubishi 3000GT V6-3.0L Performance Intake Kit,$140.00 ,$150.00 ,31-Dec-69,31-Dec-69,-,$0.00 ,E
